OPERATORE,DATA,STATO ATTIVAZIONE,COMUNE,PROVINCIA,ETRS89EST,ETRS89NORD
WIND-TRE,2019 September 02,REALIZZATO,SAN QUIRINO,PN,320622,5099839
WIND-TRE,2019 December 23,REALIZZATO,CASARSA DELLA DELIZIA,PN,332629.1,5089626.7
ILIAD ITALIA,2018 July 19,REALIZZATO,TRIESTE,TS,407955.4,5054020.6
WIND-TRE,2019 May 03,REALIZZATO,SAN VITO AL TAGLIAMENTO,PN,335282.7,5088297
WIND-TRE,2019 June 20,REALIZZATO,SPILIMBERGO,PN,335899.4,5108387.5
WIND-TRE,2019 April 02,REALIZZATO,CORDOVADO,PN,335737.6,5079147.2
TELECOM ITALIA MOBILE,2019 October 11,REALIZZATO,TAVAGNACCO,UD,361695,5107708
WIND-TRE,2019 April 16,REALIZZATO,PRAVISDOMINI,PN,319939.8,5076129.6
WIND-TRE,2019 August 30,REALIZZATO,ROVEREDO IN PIANO,PN,316061.1,5097968
WIND-TRE,2003 February 25,REALIZZATO,TARVISIO,UD,388279.2,5151499.7
WIND-TRE,2019 June 26,REALIZZATO,FONTANAFREDDA,PN,310063.6,5096552.4
WIND-TRE,2019 June 28,REALIZZATO,PORCIA,PN,316690.9,5091818.3
WIND-TRE,2019 May 17,REALIZZATO,PORDENONE,PN,317520.2,5089335.1
ILIAD ITALIA,2018 July 19,REALIZZATO,TRIESTE,TS,406627.6,5054872.7
WIND-TRE,2019 September 17,REALIZZATO,CANEVA,PN,302903.2,5093727.2
ILIAD ITALIA,2018 August 07,REALIZZATO,MONRUPINO,TS,409012,5061399.1
WIND-TRE,2019 August 01,REALIZZATO,AVIANO,PN,313706.6,5107494.6
ILIAD ITALIA,2018 August 07,REALIZZATO,TRIESTE,TS,407171.7,5056684.4
WIND-TRE,2019 April 11,REALIZZATO,PORDENONE,PN,318157.4,5089124
WIND-TRE,2019 November 18,REALIZZATO,TAVAGNACCO,UD,361281.1,5108030.2
WIND-TRE,2019 September 24,REALIZZATO,UDINE,UD,364573,5102089
ILIAD ITALIA,2020 April 14,DA REALIZZARE,GRADO,GO,377797.8,5059472.4
WIND-TRE,2019 November 07,REALIZZATO,UDINE,UD,364311.8,5106062.4
ILIAD ITALIA,2020 January 13,DA REALIZZARE,UDINE,UD,362107.1,5101715.1
WIND-TRE,,DA REALIZZARE,GORIZIA,GO,392361.6,5086514.1
WIND-TRE,2019 May 02,REALIZZATO,BAGNARIA ARSA,UD,367257.9,5080123
WIND-TRE,2003 October 06,DA REALIZZARE,TRIESTE,TS,405632,5056423.1
WIND-TRE,2019 May 09,REALIZZATO,CERVIGNANO DEL FRIULI,UD,370560.1,5075544.3
WIND-TRE,2019 May 09,REALIZZATO,UDINE,UD,362626.3,5100170.3
WIND-TRE,2019 May 02,REALIZZATO,MUZZANA DEL TURGNANO,UD,355026.11,5075478.4
WIND-TRE,2019 April 08,REALIZZATO,MORSANO AL TAGLIAMENTO,PN,339351.5,5080935.1
TELECOM ITALIA MOBILE,2019 October 15,REALIZZATO,DIGNANO,UD,341293.1,5105849.7
WIND-TRE,2019 October 18,REALIZZATO,BAGNARIA ARSA,UD,367530.9,5082960.7
WIND-TRE,2019 October 10,REALIZZATO,UDINE,UD,364355.1,5102419.2
WIND-TRE,2019 July 19,REALIZZATO,PORDENONE,PN,317132.5,5093149.9
WIND-TRE,2019 November 05,REALIZZATO,TRIESTE,TS,404990.7,5054163.3
WIND-TRE,2019 March 27,REALIZZATO,TRIESTE,TS,406416.6,5053679.3
WIND-TRE,2019 November 12,REALIZZATO,TRIESTE,TS,406075.6,5054802.1
WIND-TRE,2019 April 16,REALIZZATO,SACILE,PN,307592.7,5092519.6
WIND-TRE,2019 August 21,REALIZZATO,UDINE,UD,364207.9,5101619.1
WIND-TRE,2019 April 09,REALIZZATO,SACILE,PN,304837.4,5091471.8
WIND-TRE,2019 June 10,REALIZZATO,UDINE,UD,364614.6,5100971.2
WIND-TRE,2019 December 16,REALIZZATO,LESTIZZA,UD,355791.1,5092060.7
WIND-TRE,2020 January 13,DA REALIZZARE,TRICESIMO,UD,363200.4,5112744
WIND-TRE,2018 March 07,REALIZZATO,MARTIGNACCO,UD,359566.5,5105479.3
WIND-TRE,2019 August 02,REALIZZATO,UDINE,UD,360777.4,5104855.2
WIND-TRE,2019 August 30,REALIZZATO,TALMASSONS,UD,356847.2,5087762.7
ILIAD ITALIA,2020 January 13,DA REALIZZARE,TRIESTE,TS,405603.1,5059995
TELECOM ITALIA MOBILE,2017 June 27,REALIZZATO,TRIESTE,TS,406589.1,5056463.2
WIND-TRE,2019 June 28,REALIZZATO,PORDENONE,PN,317951.5,5093562.2
WIND-TRE,2019 March 04,REALIZZATO,TRIESTE,TS,407602.6,5054630.4
WIND-TRE,2019 September 02,REALIZZATO,DUINO AURISINA,TS,396195.3,5066833.1
WIND-TRE,2019 October 11,REALIZZATO,PORDENONE,PN,318047.5,5092188.7
TELECOM ITALIA MOBILE,2018 February 07,REALIZZATO,DUINO AURISINA,TS,392085.3,5070033.2
ILIAD ITALIA,2020 April 14,DA REALIZZARE,GRADO,GO,374529.4,5059311.3
WIND-TRE,2020 April 10,DA REALIZZARE,VITO D'ASIO,PN,341295.9,5121492
WIND-TRE,2019 July 02,REALIZZATO,PORDENONE,PN,320256.8,5093488.3
VODAFONE OMNITEL,2020 April 10,REALIZZATO,AMPEZZO,UD,331008.3,5142545.8
WIND-TRE,2019 March 06,REALIZZATO,DUINO AURISINA,TS,393978.3,5069819.2
ILIAD ITALIA,2020 April 14,DA REALIZZARE,BRUGNERA,PN,309610,5086510.5
WIND-TRE,2019 June 14,REALIZZATO,UDINE,UD,365133.8,5101458.5
ILIAD ITALIA,2020 January 17,DA REALIZZARE,DOLEGNA DEL COLLIO,GO,381783.7,5096337.8
WIND-TRE,2019 September 02,REALIZZATO,POZZUOLO DEL FRIULI,UD,362797,5097641.1
WIND-TRE,2019 August 13,REALIZZATO,UDINE,UD,363902.6,5103051.5
TELECOM ITALIA MOBILE,2019 November 06,REALIZZATO,MARTIGNACCO,UD,359551.7,5105539.3
WIND-TRE,2019 August 13,REALIZZATO,UDINE,UD,362797.3,5103673.2
WIND-TRE,2019 September 24,REALIZZATO,TAVAGNACCO,UD,361924.4,5106564.2
WIND-TRE,2019 June 10,REALIZZATO,UDINE,UD,361310.2,5100734
WIND-TRE,2019 May 02,REALIZZATO,CASSACCO,UD,358302.5,5113612.9
TELECOM ITALIA MOBILE,2019 December 03,REALIZZATO,CERVIGNANO DEL FRIULI,UD,369790.6,5080159.2
WIND-TRE,2019 June 10,REALIZZATO,UDINE,UD,365564.1,5097232.4
WIND-TRE,2019 October 10,REALIZZATO,UDINE,UD,363415.3,5102529.3
WIND-TRE,2019 September 30,REALIZZATO,UDINE,UD,363647.3,5101846.7
WIND-TRE,2019 September 04,REALIZZATO,CORNO DI ROSAZZO,UD,379100.5,5094155.2
WIND-TRE,2019 August 22,REALIZZATO,FIUMICELLO,UD,376245.4,5071782.2
WIND-TRE,2019 September 24,REALIZZATO,CERVIGNANO DEL FRIULI,UD,369015.2,5079940.2
WIND-TRE,2019 November 07,REALIZZATO,UDINE,UD,364636.7,5104032.7
WIND-TRE,2019 September 25,REALIZZATO,PASIAN DI PRATO,UD,360226.3,5103644.3
ILIAD ITALIA,2020 January 17,DA REALIZZARE,GORIZIA,GO,392351.1,5086595.9
WIND-TRE,2019 November 18,REALIZZATO,TAVAGNACCO,UD,364152.3,5108103.1
WIND-TRE,2019 October 11,REALIZZATO,UDINE,UD,361327.4,5103780.2
WIND-TRE,2018 March 28,REALIZZATO,AQUILEIA,UD,372065.7,5069703.6
ILIAD ITALIA,2018 December 18,REALIZZATO,TRIESTE,TS,404436,5056608.1
WIND-TRE,2019 September 11,REALIZZATO,SANTA MARIA LA LONGA,UD,366428.7,5087543.3
ILIAD ITALIA,2019 May 07,REALIZZATO,MUGGIA,TS,401631.4,5050475.9
WIND-TRE,2019 October 09,REALIZZATO,UDINE,UD,363020.9,5101643.1
ILIAD ITALIA,2018 February 15,REALIZZATO,MUGGIA,TS,403873.7,5050302.3
WIND-TRE,2019 August 13,REALIZZATO,UDINE,UD,364250.5,5102802.4
ILIAD ITALIA,2018 March 16,REALIZZATO,MUGGIA,TS,406771.7,5050364.1
ILIAD ITALIA,2018 July 27,REALIZZATO,MONRUPINO,TS,406477.8,5063431.9
TELECOM ITALIA MOBILE,2019 October 23,REALIZZATO,SAN QUIRINO,PN,318983,5101195.9
WIND-TRE,2019 March 06,REALIZZATO,TRIESTE,TS,408139,5051513.6
WIND-TRE,2020 April 23,REALIZZATO,SAN GIOVANNI AL NATISONE,UD,377532.1,5090724.7
WIND-TRE,2020 January 29,REALIZZATO,PRECENICCO,UD,350502.5,5072632.5
WIND-TRE,2019 October 17,REALIZZATO,UDINE,UD,363068.9,5103996.7
WIND-TRE,2019 September 02,REALIZZATO,AQUILEIA,UD,373166.5,5069123.7
WIND-TRE,2019 December 23,REALIZZATO,DUINO AURISINA,TS,390323.2,5071645.6
WIND-TRE,2020 April 23,REALIZZATO,DOGNA,UD,370112.7,5144349.1
TELECOM ITALIA MOBILE,2020 April 17,DA REALIZZARE,ARTA TERME,UD,353889.9,5149370.2
WIND-TRE,2019 May 15,REALIZZATO,LIGNANO SABBIADORO,UD,354536.4,5060775.5
WIND-TRE,2019 November 12,REALIZZATO,TRIESTE,TS,403457.3,5054893
WIND-TRE,2020 April 17,REALIZZATO,ERTO E CASSO,PN,297221.6,5126391.7
WIND-TRE,2020 April 23,DA REALIZZARE,AVIANO,PN,308726.8,5109285.8
WIND-TRE,2020 April 17,REALIZZATO,AIELLO DEL FRIULI,UD,372129.6,5081398.6
WIND-TRE,2020 April 17,REALIZZATO,PRADAMANO,UD,368346.5,5099376
WIND-TRE,2020 April 17,REALIZZATO,TERZO D'AQUILEIA,UD,370857.2,5072980.6
ILIAD ITALIA,2020 April 23,DA REALIZZARE,SAN GIOVANNI AL NATISONE,UD,377532.1,5090724.7
ILIAD ITALIA,2020 April 23,DA REALIZZARE,SAN GIOVANNI AL NATISONE,UD,375254.3,5091382.4
TELECOM ITALIA MOBILE,2020 April 23,DA REALIZZARE,VIVARO,PN,328136.8,5105581.9
WIND-TRE,2020 April 17,REALIZZATO,BASILIANO,UD,354424.7,5097029.8
WIND-TRE,2019 December 30,REALIZZATO,TRIESTE,TS,403519.9,5055517.1
ILIAD ITALIA,2020 April 17,DA REALIZZARE,FONTANAFREDDA,PN,310063.6,5096552.4
WIND-TRE,2020 April 17,REALIZZATO,AIELLO DEL FRIULI,UD,373452.9,5082044.9
WIND-TRE,2019 March 11,REALIZZATO,RIVIGNANO,UD,347762.2,5082102.7
TELECOM ITALIA MOBILE,2020 January 27,DA REALIZZARE,CAMPOFORMIDO,UD,357667.6,5098534.1
ILIAD ITALIA,2020 February 04,DA REALIZZARE,LIGNANO SABBIADORO,UD,353765,5061052.1
WIND-TRE,2020 April 28,DA REALIZZARE,RIVE D'ARCANO,UD,348048.5,5109332.3
WIND-TRE,2020 April 27,REALIZZATO,MANZANO,UD,375107.6,5094094.1
WIND-TRE,2018 March 26,REALIZZATO,PAVIA DI UDINE,UD,367611.49,5094303.54
TELECOM ITALIA MOBILE,2020 February 04,REALIZZATO,GRADISCA D'ISONZO,GO,383254.6,5083652.3
WIND-TRE,2020 February 04,REALIZZATO,SAN GIORGIO DI NOGARO,UD,359805.9,5076792.2
WIND-TRE,2020 January 27,DA REALIZZARE,MOIMACCO,UD,376370.3,5105516.7
ILIAD ITALIA,2020 February 04,DA REALIZZARE,LATISANA,UD,348939.7,5062030.9
ILIAD ITALIA,2018 December 11,REALIZZATO,TRIESTE,TS,405136,5053858.1
ILIAD ITALIA,2020 February 04,DA REALIZZARE,UDINE,UD,364886.6,5102888.4
WIND-TRE,2019 October 14,DA REALIZZARE,UDINE,UD,363407.5,5104220.2
WIND-TRE,2020 February 12,REALIZZATO,SAN GIORGIO DI NOGARO,UD,362266.5,5072775.6
TELECOM ITALIA MOBILE,2020 February 10,DA REALIZZARE,MOSSA,GO,387139.6,5089972.1
ILIAD ITALIA,2020 February 07,DA REALIZZARE,SAN GIORGIO DI NOGARO,UD,360311,5075640.5
WIND-TRE,2019 October 01,REALIZZATO,UDINE,UD,363576.1,5102384.4
WIND-TRE,2020 February 07,DA REALIZZARE,SAN GIORGIO DI NOGARO,UD,360311,5075640.5
WIND-TRE,2020 April 27,REALIZZATO,TALMASSONS,UD,353838.7,5088586.5
ILIAD ITALIA,2020 February 12,DA REALIZZARE,GRADO,GO,379923.4,5061669.5
TELECOM ITALIA MOBILE,2014 September 02,REALIZZATO,MANIAGO,PN,323356.4,5114913.9
ALTRO GESTORE,2018 December 04,REALIZZATO,UDINE,UD,363862.4,5103208.5
TELECOM ITALIA MOBILE,2019 March 22,REALIZZATO,FANNA,PN,326739.8,5116677.9
ILIAD ITALIA,2020 February 18,DA REALIZZARE,SACILE,PN,306878.8,5091533.1
WIND-TRE,2019 September 11,REALIZZATO,MORTEGLIANO,UD,362096.1,5090157.1
WIND-TRE,2019 August 13,REALIZZATO,TAVAGNACCO,UD,362959.7,5106886.7
TELECOM ITALIA MOBILE,2020 February 18,DA REALIZZARE,SAN GIORGIO DI NOGARO,UD,361453.4,5075787.6
TELECOM ITALIA MOBILE,2020 February 20,DA REALIZZARE,TARVISIO,UD,397820.8,5149983.8
TELECOM ITALIA MOBILE,2014 February 06,REALIZZATO,GRADO,GO,380017.4,5064020.5
TELECOM ITALIA MOBILE,2020 February 25,REALIZZATO,CHIONS,PN,326841.8,5081776.3
VODAFONE OMNITEL,2014 April 03,REALIZZATO,TOLMEZZO,UD,348276.2,5140049.4
TELECOM ITALIA MOBILE,2020 February 25,DA REALIZZARE,LIGNANO SABBIADORO,UD,353846.4,5061065.1
ILIAD ITALIA,2020 February 25,DA REALIZZARE,CHIONS,PN,326901.8,5081596.3
WIND-TRE,2020 February 12,DA REALIZZARE,PAGNACCO,UD,360211.3,5110222.7
ILIAD ITALIA,2018 October 19,REALIZZATO,TRIESTE,TS,406675.5,5054011.1
ILIAD ITALIA,2020 February 27,DA REALIZZARE,FIUME VENETO,PN,323067.4,5090702.4
TELECOM ITALIA MOBILE,2019 September 04,REALIZZATO,CODROIPO,UD,344196.9,5091450.4
WIND-TRE,2020 April 28,REALIZZATO,MANZANO,UD,373147.8,5094145.9
TELECOM ITALIA MOBILE,2020 April 28,REALIZZATO,TORREANO,UD,378336,5108840
TELECOM ITALIA MOBILE,2019 September 27,REALIZZATO,GORIZIA,GO,392732.7,5089844.9
TELECOM ITALIA MOBILE,2020 February 04,REALIZZATO,OVARO,UD,334840.3,5151823.5
ILIAD ITALIA,2018 July 27,REALIZZATO,TRIESTE,TS,405469,5054552.6
ILIAD ITALIA,2020 February 25,DA REALIZZARE,CARLINO,UD,358252.2,5071106.1
ILIAD ITALIA,2018 July 03,REALIZZATO,TRIESTE,TS,404225.7,5054985.9
TELECOM ITALIA MOBILE,2019 April 04,REALIZZATO,MORTEGLIANO,UD,358358.6,5089432
ILIAD ITALIA,2020 February 28,DA REALIZZARE,GRADO,GO,374083.2,5059899.7
ILIAD ITALIA,2018 July 31,REALIZZATO,TRIESTE,TS,408501.9,5054759.8
ILIAD ITALIA,2020 February 27,DA REALIZZARE,MONFALCONE,GO,388475.7,5072600.2
ILIAD ITALIA,2020 February 25,DA REALIZZARE,RUDA,UD,376037.9,5076624
ILIAD ITALIA,2018 March 07,REALIZZATO,TRIESTE,TS,405331.8,5055325.3
VODAFONE OMNITEL,2019 September 04,REALIZZATO,AVIANO,PN,313855.1,5101441
ILIAD ITALIA,2018 March 08,REALIZZATO,TRIESTE,TS,405774.2,5053525.3
ILIAD ITALIA,2020 February 27,DA REALIZZARE,CHIONS,PN,322901.6,5079414.2
ILIAD ITALIA,2019 February 28,REALIZZATO,TRIESTE,TS,406446,5058388
ILIAD ITALIA,2019 July 24,REALIZZATO,SAN DORLIGO DELLA VALLE,TS,410735.6,5051396
ILIAD ITALIA,2018 August 03,REALIZZATO,TRIESTE,TS,405383.5,5052705.5
ILIAD ITALIA,2018 February 19,REALIZZATO,TRIESTE,TS,405029.6,5054971.9
ILIAD ITALIA,2018 June 04,REALIZZATO,SAN DORLIGO DELLA VALLE,TS,414186.9,5053049.9
TELECOM ITALIA MOBILE,2014 March 05,REALIZZATO,SAN DANIELE DEL FRIULI,UD,345702.1,5114257.9
WIND-TRE,2019 April 09,REALIZZATO,PRATA DI PORDENONE,PN,313349.9,5085484.4
TELECOM ITALIA MOBILE,2020 April 28,DA REALIZZARE,RAVASCLETTO,UD,340558.6,5154054.37
ILIAD ITALIA,2020 April 28,DA REALIZZARE,SAN VITO AL TAGLIAMENTO,PN,333334.3,5086202.6
TELECOM ITALIA MOBILE,2020 April 28,DA REALIZZARE,PRATO CARNICO,UD,330675.4,5153852.9
TELECOM ITALIA MOBILE,2020 April 27,DA REALIZZARE,MALBORGHETTO VALBRUNA,UD,383554.2,5151379.8
TELECOM ITALIA MOBILE,2020 April 27,REALIZZATO,PAGNACCO,UD,360038.1,5109684.9
WIND-TRE,2020 April 27,REALIZZATO,LUSEVERA,UD,366626.3,5126264.5
WIND-TRE,2019 July 02,REALIZZATO,FONTANAFREDDA,PN,308274.2,5094305.3
WIND-TRE,2020 April 27,REALIZZATO,CHIOPRIS VISCONE,UD,375599.7,5087403.5
WIND-TRE,2020 April 28,REALIZZATO,TRICESIMO,UD,361352.5,5113757
WIND-TRE,2019 July 16,REALIZZATO,BRUGNERA,PN,309610,5086510.5
WIND-TRE,2020 April 28,REALIZZATO,PONTEBBA,UD,372286.5,5152162.3
WIND-TRE,2019 July 11,REALIZZATO,PORCIA,PN,315453,5093156.1
WIND-TRE,2019 April 17,REALIZZATO,CORDENONS,PN,322019.9,5094237.1
WIND-TRE,2019 April 19,REALIZZATO,CORDENONS,PN,322258.9,5096268
TELECOM ITALIA MOBILE,2020 April 27,DA REALIZZARE,TARVISIO,UD,392180.3,5151107.2
WIND-TRE,2020 April 28,REALIZZATO,POZZUOLO DEL FRIULI,UD,361293.2,5097691.6
WIND-TRE,2020 April 27,REALIZZATO,POVOLETTO,UD,368359.9,5108058.1
WIND-TRE,2020 April 27,REALIZZATO,BASILIANO,UD,353212.3,5098141
WIND-TRE,2020 April 27,REALIZZATO,TARVISIO,UD,391011.8,5151141.8
WIND-TRE,2020 April 27,REALIZZATO,MORTEGLIANO,UD,358977.2,5090473.7
ILIAD ITALIA,2020 April 27,DA REALIZZARE,CORDOVADO,PN,335737.6,5079147.2
ILIAD ITALIA,2020 April 27,DA REALIZZARE,PORPETTO,UD,362493,5077397.8
WIND-TRE,2019 May 09,REALIZZATO,PORCIA,PN,315311.5,5094088.5
WIND-TRE,2020 April 27,REALIZZATO,POVOLETTO,UD,368912.1,5109376
TELECOM ITALIA MOBILE,2020 April 27,REALIZZATO,VENZONE,UD,356635.8,5138593.6
WIND-TRE,2019 April 24,REALIZZATO,AZZANO DECIMO,PN,322059.8,5082966.4
WIND-TRE,2020 April 27,REALIZZATO,SANTA MARIA LA LONGA,UD,365696.7,5090305.3
WIND-TRE,2020 April 27,REALIZZATO,FORNI AVOLTRI,UD,332081.4,5160792.5
VODAFONE OMNITEL,2019 March 26,REALIZZATO,UDINE,UD,361944.2,5103673.1
WIND-TRE,2020 May 07,REALIZZATO,BUTTRIO,UD,370031.5,5097770.4
WIND-TRE,2019 April 08,REALIZZATO,SACILE,PN,306878.8,5091533.1
WIND-TRE,2020 May 07,DA REALIZZARE,MORTEGLIANO,UD,358329.2,5089982.7
TELECOM ITALIA MOBILE,2020 May 04,REALIZZATO,SEDEGLIANO,UD,339972.5,5094656.9
VODAFONE OMNITEL,2018 November 14,REALIZZATO,ARBA,PN,329581.9,5113343.5
WIND-TRE,2020 May 04,REALIZZATO,MARTIGNACCO,UD,355673.3,5106544.2
WIND-TRE,2020 May 04,REALIZZATO,MUZZANA DEL TURGNANO,UD,355459.6,5078243.1
TELECOM ITALIA MOBILE,2020 May 04,REALIZZATO,POZZUOLO DEL FRIULI,UD,362040.3,5097081.1
ILIAD ITALIA,2020 May 04,DA REALIZZARE,MARTIGNACCO,UD,355673.3,5106544.2
VODAFONE OMNITEL,2020 March 23,REALIZZATO,PALAZZOLO DELLO STELLA,UD,351197.7,5074471.8
ILIAD ITALIA,2020 May 07,DA REALIZZARE,POCENIA,UD,353529.8,5081722.8
WIND-TRE,2020 May 07,DA REALIZZARE,BUTTRIO,UD,371280.7,5097154.3
VODAFONE OMNITEL,2020 May 04,DA REALIZZARE,FORNI AVOLTRI,UD,329696.6,5161469.4
WIND-TRE,2020 May 04,REALIZZATO,SAURIS,UD,322803.9,5147749.2
VODAFONE OMNITEL,2020 May 04,REALIZZATO,SAURIS,UD,322803.9,5147749.2
WIND-TRE,2020 May 04,DA REALIZZARE,MARTIGNACCO,UD,357138,5106432.3
WIND-TRE,2020 May 04,REALIZZATO,BUTTRIO,UD,371514.2,5095596.9
WIND-TRE,2020 May 04,REALIZZATO,TRIESTE,TS,407009.3,5055405
TELECOM ITALIA MOBILE,2020 May 04,REALIZZATO,FORNI AVOLTRI,UD,329696.6,5161469.4
ILIAD ITALIA,2020 May 08,DA REALIZZARE,PORDENONE,PN,319463.4,5091456.8
ILIAD ITALIA,2020 May 07,DA REALIZZARE,POCENIA,UD,352032,5077848
WIND-TRE,2019 November 04,REALIZZATO,SAN GIORGIO DELLA RICHINVELDA,PN,332602.9,5100053.8
ILIAD ITALIA,2020 May 07,DA REALIZZARE,ZOPPOLA,PN,327559.5,5091748.1
WIND-TRE,2019 September 11,REALIZZATO,PASIANO DI PORDENONE,PN,315893.8,5079266.5
WIND-TRE,2019 April 23,REALIZZATO,FORNI DI SOPRA,UD,312914.8,5145764
WIND-TRE,2019 August 30,REALIZZATO,ROVEREDO IN PIANO,PN,315006.64,5097519.8
ILIAD ITALIA,2020 May 07,DA REALIZZARE,PORDENONE,PN,318471.4,5094074.6
WIND-TRE,2019 April 17,REALIZZATO,FIUME VENETO,PN,323147.1,5090350.2
WIND-TRE,2019 August 20,REALIZZATO,BUDOIA,PN,310269.1,5101149
WIND-TRE,2019 June 10,REALIZZATO,FIUME VENETO,PN,324278.6,5088762.1
WIND-TRE,2020 May 07,DA REALIZZARE,ZOPPOLA,PN,327559.5,5091748.1
WIND-TRE,2019 October 18,REALIZZATO,VALVASONE,PN,334321.8,5096478.8
WIND-TRE,2019 June 25,REALIZZATO,PORDENONE,PN,318379.4,5093420.6
WIND-TRE,2019 April 19,REALIZZATO,AZZANO DECIMO,PN,320844.8,5084522
WIND-TRE,2019 May 17,REALIZZATO,PORCIA,PN,316309.1,5092008.4
WIND-TRE,2019 April 24,REALIZZATO,CLAUT,PN,308419.2,5126774.5
VODAFONE OMNITEL,2020 May 12,DA REALIZZARE,GRADO,GO,380017.7,5064019.9
WIND-TRE,2019 July 08,REALIZZATO,SACILE,PN,303711.1,5090968.2
WIND-TRE,2019 July 11,REALIZZATO,PORDENONE,PN,318471.4,5094074.6
WIND-TRE,2019 April 17,REALIZZATO,SACILE,PN,306619.1,5092575.8
WIND-TRE,2019 November 29,REALIZZATO,PORDENONE,PN,318566.9,5091484.2
WIND-TRE,2019 June 20,REALIZZATO,CORDENONS,PN,321597.9,5094803.1
WIND-TRE,2019 June 19,REALIZZATO,PRATA DI PORDENONE,PN,311230.1,5082641.2
WIND-TRE,2019 October 31,REALIZZATO,FONTANAFREDDA,PN,309719,5089925.2
ILIAD ITALIA,2020 May 08,DA REALIZZARE,SAN GIORGIO DI NOGARO,UD,362266.5,5072775.6
WIND-TRE,2019 October 17,REALIZZATO,SAN MARTINO AL TAGLIAMENTO,PN,335042.7,5098086.6
WIND-TRE,2019 April 19,REALIZZATO,ROVEREDO IN PIANO,PN,314817,5095545.5
WIND-TRE,2019 April 23,REALIZZATO,CHIONS,PN,322901.6,5079414.2
WIND-TRE,2019 April 24,REALIZZATO,PORCIA,PN,315006,5091488.2
WIND-TRE,2019 June 03,REALIZZATO,FONTANAFREDDA,PN,312100.7,5093682.3
ILIAD ITALIA,2020 May 07,DA REALIZZARE,BRUGNERA,PN,308595.5,5085801.8
TELECOM ITALIA MOBILE,2020 May 12,DA REALIZZARE,RAGOGNA,UD,344208.8,5114870
ILIAD ITALIA,2020 May 07,DA REALIZZARE,TAVAGNACCO,UD,361359.4,5106187.4
WIND-TRE,2019 June 20,REALIZZATO,PORDENONE,PN,319655.8,5090548.8
ILIAD ITALIA,2020 May 07,DA REALIZZARE,CAMPOLONGO AL TORRE,UD,375017.3,5080362.9
WIND-TRE,2020 April 27,DA REALIZZARE,CAMPOFORMIDO,UD,357000.3,5097811.7
WIND-TRE,2019 May 22,REALIZZATO,PORDENONE,PN,316365.02,5093422.22
WIND-TRE,2019 October 04,REALIZZATO,CORDENONS,PN,321995.9,5095410.1
TELECOM ITALIA MOBILE,2017 November 15,REALIZZATO,PRATA DI PORDENONE,PN,310712.7,5079536.9
WIND-TRE,2019 November 22,REALIZZATO,POLCENIGO,PN,308269.2,5099546
WIND-TRE,2020 February 12,REALIZZATO,SACILE,PN,307680.1,5093100.2
WIND-TRE,2019 April 24,REALIZZATO,AZZANO DECIMO,PN,320184.9,5084703.3
WIND-TRE,2019 September 11,REALIZZATO,PRATA DI PORDENONE,PN,311737.1,5084375.2
WIND-TRE,2019 May 03,REALIZZATO,SEQUALS,PN,332976.9,5113719.5
WIND-TRE,2019 May 23,REALIZZATO,BRUGNERA,PN,311258.7,5088262
WIND-TRE,2019 August 22,REALIZZATO,BUDOIA,PN,309683.94,5102180.57
WIND-TRE,2020 April 17,REALIZZATO,FRISANCO,PN,327001.4,5119669
WIND-TRE,2019 August 20,REALIZZATO,AVIANO,PN,314635,5104036.8
WIND-TRE,2019 September 13,REALIZZATO,PASIANO DI PORDENONE,PN,315514.4,5082487.6
TELECOM ITALIA MOBILE,2019 September 05,REALIZZATO,SAN DORLIGO DELLA VALLE,TS,414283.9,5052865.9
WIND-TRE,2019 April 23,REALIZZATO,PRATA DI PORDENONE,PN,313312.4,5084786.8
WIND-TRE,2016 January 29,REALIZZATO,ROVEREDO IN PIANO,PN,316470,5098942
WIND-TRE,2019 September 30,REALIZZATO,MANIAGO,PN,323836,5114525.6
ILIAD ITALIA,2020 May 15,DA REALIZZARE,FIUME VENETO,PN,324138.5,5088591.6
WIND-TRE,2020 May 19,REALIZZATO,CHIUSAFORTE,UD,370686.9,5142980.4
WIND-TRE,2020 February 12,REALIZZATO,GRADO,GO,375442.5,5059689.6
WIND-TRE,2019 May 08,REALIZZATO,MORSANO AL TAGLIAMENTO,PN,339194.8,5079976.4
WIND-TRE,2019 April 09,REALIZZATO,SAN VITO AL TAGLIAMENTO,PN,333334.3,5086202.6
WIND-TRE,2019 May 08,REALIZZATO,SAN VITO AL TAGLIAMENTO,PN,335115.7,5086965
TELECOM ITALIA MOBILE,2020 May 15,REALIZZATO,BERTIOLO,UD,349452.1,5089637.1
WIND-TRE,2019 June 14,REALIZZATO,MANIAGO,PN,321911.29,5113954.2
WIND-TRE,2018 April 06,REALIZZATO,PORDENONE,PN,318872.9,5092536.5
WIND-TRE,,DA REALIZZARE,RONCHI DEI LEGIONARI,GO,384197.3,5076323
ILIAD ITALIA,2020 May 26,DA REALIZZARE,PORDENONE,PN,319599.1,5092793.2
WIND-TRE,2018 March 01,REALIZZATO,FIUME VENETO,PN,325453.9,5088479.1
ILIAD ITALIA,2018 July 16,REALIZZATO,TRIESTE,TS,408139,5051513.6
ILIAD ITALIA,2020 May 26,DA REALIZZARE,MARTIGNACCO,UD,359566.5,5105479.3
WIND-TRE,2019 September 30,REALIZZATO,CAVASSO NUOVO,PN,327627,5116982.5
